As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
2020-10-07,5,4,1,Ratched,TV Show,Yes,"Sep 18, 2020",19,173
2020-10-07,6,-,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",1,5
2020-10-07,7,6,-,Big Daddy,Movie,,"Oct 1, 2020",2,9
2020-10-07,8,8,-,Colombiana,Movie,,"Oct 4, 2020",2,6
2020-10-07,9,7,-,The Outpost,Movie,,"Oct 1, 2020",6,34
2020-10-07,10,9,7,Cocomelon,TV Show,,"Jun 1, 2020",28,58
2020-10-08,1,-,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",1,10
2020-10-08,2,1,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",8,79
2020-10-08,3,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",6,51
2020-10-08,4,3,-,Schittâs Creek,TV Show,,"Jan 24, 2017",5,37
2020-10-08,5,6,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",2,11
2020-10-08,6,4,-,Evil,TV Show,,"Oct 1, 2020",4,24
2020-10-08,7,5,2,Ratched,TV Show,Yes,"Sep 18, 2020",20,177
2020-10-08,8,10,8,Cocomelon,TV Show,,"Jun 1, 2020",29,61
2020-10-08,9,8,-,Colombiana,Movie,,"Oct 4, 2020",3,8
2020-10-08,10,7,-,Big Daddy,Movie,,"Oct 1, 2020",3,10
2020-10-09,1,1,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",2,20
2020-10-09,2,2,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",9,88
2020-10-09,3,3,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",7,59
2020-10-09,4,4,-,Schittâs Creek,TV Show,,"Jan 24, 2017",6,44
2020-10-09,5,5,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",3,17
2020-10-09,6,-,-,The 100,TV Show,,"Oct 22, 2014",1,5
2020-10-09,7,6,-,Evil,TV Show,,"Oct 1, 2020",5,28
2020-10-09,8,7,2,Ratched,TV Show,Yes,"Sep 18, 2020",21,180
2020-10-09,9,8,10,Cocomelon,TV Show,,"Jun 1, 2020",30,63
2020-10-09,10,9,-,Colombiana,Movie,,"Oct 4, 2020",4,9
2020-10-10,1,1,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",3,30
2020-10-10,2,-,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",1,9
2020-10-10,3,3,4,Emily in Paris,TV Show,Yes,"Oct 2, 2020",8,67
2020-10-10,4,2,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",10,95
2020-10-10,5,4,-,Schittâs Creek,TV Show,,"Jan 24, 2017",7,50
2020-10-10,6,6,-,The 100,TV Show,,"Oct 22, 2014",2,10
2020-10-10,7,5,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",4,21
2020-10-10,8,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",3,11
2020-10-10,9,8,2,Ratched,TV Show,Yes,"Sep 18, 2020",22,182
2020-10-10,10,7,-,Evil,TV Show,,"Oct 1, 2020",6,29
2020-10-11,1,2,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",2,19
2020-10-11,2,1,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",4,39
2020-10-11,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",9,75
2020-10-11,4,4,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",11,102
2020-10-11,5,5,5,Schittâs Creek,TV Show,,"Jan 24, 2017",8,56
2020-10-11,6,7,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",5,26
2020-10-11,7,6,-,The 100,TV Show,,"Oct 22, 2014",3,14
2020-10-11,8,9,3,Ratched,TV Show,Yes,"Sep 18, 2020",23,185
2020-10-11,9,10,-,Evil,TV Show,,"Oct 1, 2020",7,31
2020-10-11,10,8,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",4,12
2020-10-12,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",3,29
2020-10-12,2,2,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",5,48
2020-10-12,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",10,83
2020-10-12,4,6,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",6,33
2020-10-12,5,4,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",12,108
2020-10-12,6,5,3,Schittâs Creek,TV Show,,"Jan 24, 2017",9,61
2020-10-12,7,7,-,The 100,TV Show,,"Oct 22, 2014",4,18
2020-10-12,8,9,5,Evil,TV Show,,"Oct 1, 2020",8,34
2020-10-12,9,8,4,Ratched,TV Show,Yes,"Sep 18, 2020",24,187
2020-10-12,10,-,10,Cocomelon,TV Show,,"Jun 1, 2020",31,64
2020-10-13,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",4,39
2020-10-13,2,2,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",6,57
2020-10-13,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",11,91
2020-10-13,4,6,3,Schittâs Creek,TV Show,,"Jan 24, 2017",10,68
2020-10-13,5,7,-,The 100,TV Show,,"Oct 22, 2014",5,24
2020-10-13,6,4,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",7,38
2020-10-13,7,5,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",13,112
2020-10-13,8,8,5,Evil,TV Show,,"Oct 1, 2020",9,37
2020-10-13,9,9,4,Ratched,TV Show,Yes,"Sep 18, 2020",25,189
2020-10-13,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",32,65
2020-10-14,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",5,49
2020-10-14,2,2,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",7,66
2020-10-14,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",12,99
2020-10-14,4,4,3,Schittâs Creek,TV Show,,"Jan 24, 2017",11,75
2020-10-14,5,5,-,The 100,TV Show,,"Oct 22, 2014",6,30
2020-10-14,6,8,4,Evil,TV Show,,"Oct 1, 2020",10,42
2020-10-14,7,7,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",14,116
2020-10-14,8,10,10,Cocomelon,TV Show,,"Jun 1, 2020",33,68
2020-10-14,9,6,6,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",8,40
2020-10-14,10,9,5,Ratched,TV Show,Yes,"Sep 18, 2020",26,190
2020-10-15,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",6,59
2020-10-15,2,2,1,Hubie Halloween,Movie,Yes,"Oct 7, 2020",8,75
2020-10-15,3,3,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",13,107
2020-10-15,4,4,4,Schittâs Creek,TV Show,,"Jan 24, 2017",12,82
2020-10-15,5,5,-,The 100,TV Show,,"Oct 22, 2014",7,36
2020-10-15,6,-,-,The Cabin with Bert Kreischer,TV Show,Yes,"Oct 13, 2020",1,5
2020-10-15,7,6,6,Evil,TV Show,,"Oct 1, 2020",11,46
2020-10-15,8,-,-,Moneyball,Movie,,"Oct 14, 2020",1,3
2020-10-15,9,8,8,Cocomelon,TV Show,,"Jun 1, 2020",34,70
2020-10-15,10,7,2,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",15,117
2020-10-16,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",7,69
2020-10-16,2,2,1,Hubie Halloween,Movie,Yes,"Oct 7, 2020",9,84
2020-10-16,3,3,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",14,115
2020-10-16,4,8,-,Moneyball,Movie,,"Oct 14, 2020",2,10
2020-10-16,5,4,4,Schittâs Creek,TV Show,,"Jan 24, 2017",13,88
2020-10-16,6,5,6,The 100,TV Show,,"Oct 22, 2014",8,41
2020-10-16,7,6,-,The Cabin with Bert Kreischer,TV Show,Yes,"Oct 13, 2020",2,9
2020-10-16,8,7,7,Evil,TV Show,,"Oct 1, 2020",12,49
2020-10-16,9,-,-,One on One,TV Show,,"Oct 15, 2020",1,2
2020-10-16,10,9,9,Cocomelon,TV Show,,"Jun 1, 2020",35,71
2020-10-17,1,1,2,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",8,79
2020-10-17,2,2,1,Hubie Halloween,Movie,Yes,"Oct 7, 2020",10,93
2020-10-17,3,4,-,Moneyball,Movie,,"Oct 14, 2020",3,18
2020-10-17,4,-,-,The Trial of the Chicago 7,Movie,Yes,"Oct 16, 2020",1,7
2020-10-17,5,3,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",15,121
2020-10-17,6,-,-,A Babysitterâs Guide to Mon…,Movie,Yes,"Oct 15, 2020",1,5
2020-10-17,7,-,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",5,16
2020-10-17,8,5,5,Schittâs Creek,TV Show,,"Jan 24, 2017",14,91
2020-10-17,9,7,-,The Cabin with Bert Kreischer,TV Show,Yes,"Oct 13, 2020",3,11
2020-10-17,10,8,10,Evil,TV Show,,"Oct 1, 2020",13,50
2020-10-18,1,1,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",9,89
2020-10-18,2,2,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",11,102
2020-10-18,3,4,-,The Trial of the Chicago 7,Movie,Yes,"Oct 16, 2020",2,15
2020-10-18,4,3,-,Moneyball,Movie,,"Oct 14, 2020",4,25
2020-10-18,5,5,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",16,127
2020-10-18,6,6,-,A Babysitterâs Guide to Mon…,Movie,Yes,"Oct 15, 2020",2,10
2020-10-18,7,8,5,Schittâs Creek,TV Show,,"Jan 24, 2017",15,95
2020-10-18,8,10,9,Evil,TV Show,,"Oct 1, 2020",14,53
2020-10-18,9,-,-,Cocomelon,TV Show,,"Jun 1, 2020",36,73
2020-10-18,10,7,10,The Great British Baking Show,TV Show,,"Oct 3, 2015",6,17
2020-10-19,1,1,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",10,99
2020-10-19,2,2,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",12,111
2020-10-19,3,3,-,The Trial of the Chicago 7,Movie,Yes,"Oct 16, 2020",3,23
2020-10-19,4,5,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",17,134
2020-10-19,5,4,-,Moneyball,Movie,,"Oct 14, 2020",5,31
2020-10-19,6,6,-,A Babysitterâs Guide to Mon…,Movie,Yes,"Oct 15, 2020",3,15
2020-10-19,7,7,6,Schittâs Creek,TV Show,,"Jan 24, 2017",16,99
2020-10-19,8,8,8,Evil,TV Show,,"Oct 1, 2020",15,56
2020-10-19,9,-,-,Dream Home Makeover,TV Show,Yes,"Oct 16, 2020",1,2
2020-10-19,10,9,10,Cocomelon,TV Show,,"Jun 1, 2020",37,74
2020-10-20,1,1,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",11,109
2020-10-20,2,-,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",23,167
2020-10-20,3,2,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",13,119
2020-10-20,4,4,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",18,141
2020-10-20,5,3,-,The Trial of the Chicago 7,Movie,Yes,"Oct 16, 2020",4,29
2020-10-20,6,7,4,Schittâs Creek,TV Show,,"Jan 24, 2017",17,104
2020-10-20,7,5,-,Moneyball,Movie,,"Oct 14, 2020",6,35
2020-10-20,8,10,10,Cocomelon,TV Show,,"Jun 1, 2020",38,77
2020-10-20,9,8,8,Evil,TV Show,,"Oct 1, 2020",16,58
2020-10-20,10,9,-,Dream Home Makeover,TV Show,Yes,"Oct 16, 2020",2,3
2020-10-21,1,2,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",24,177
2020-10-21,2,1,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",12,118
2020-10-21,3,4,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",19,149
2020-10-21,4,3,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",14,126
2020-10-21,5,6,4,Schittâs Creek,TV Show,,"Jan 24, 2017",18,110
2020-10-21,6,8,8,Cocomelon,TV Show,,"Jun 1, 2020",39,82
2020-10-21,7,9,6,Evil,TV Show,,"Oct 1, 2020",17,62
2020-10-21,8,5,-,The Trial of the Chicago 7,Movie,Yes,"Oct 16, 2020",5,32
2020-10-21,9,-,-,Tremors: Shrieker Island,Movie,,"Oct 20, 2020",1,2
2020-10-21,10,-,-,Grand Army,TV Show,Yes,"Oct 16, 2020",1,1
2020-10-22,1,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",25,187
2020-10-22,2,2,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",13,127
2020-10-22,3,-,-,Rebecca,Movie,Yes,"Oct 21, 2020",1,8
2020-10-22,4,-,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",1,7
2020-10-22,5,3,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",20,155
2020-10-22,6,9,-,Tremors: Shrieker Island,Movie,,"Oct 20, 2020",2,7
2020-10-22,7,4,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",15,130
2020-10-22,8,10,-,Grand Army,TV Show,Yes,"Oct 16, 2020",2,4
2020-10-22,9,5,4,Schittâs Creek,TV Show,,"Jan 24, 2017",19,112
2020-10-22,10,6,9,Cocomelon,TV Show,,"Jun 1, 2020",40,83
2020-10-23,1,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",26,197
2020-10-23,2,2,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",14,136
2020-10-23,3,3,-,Rebecca,Movie,Yes,"Oct 21, 2020",2,16
2020-10-23,4,4,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",2,14
2020-10-23,5,8,-,Grand Army,TV Show,Yes,"Oct 16, 2020",3,10
2020-10-23,6,-,-,"Yes, God, Yes",Movie,,"Oct 22, 2020",1,5
2020-10-23,7,6,-,Tremors: Shrieker Island,Movie,,"Oct 20, 2020",3,11
2020-10-23,8,10,10,Cocomelon,TV Show,,"Jun 1, 2020",41,86
2020-10-23,9,5,3,Emily in Paris,TV Show,Yes,"Oct 2, 2020",21,157
2020-10-23,10,9,5,Schittâs Creek,TV Show,,"Jan 24, 2017",20,113
2020-10-24,1,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",27,207
2020-10-24,2,4,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",3,23
2020-10-24,3,-,-,Over the Moon,Movie,Yes,"Oct 23, 2020",1,8
2020-10-24,4,2,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",15,143
2020-10-24,5,3,-,Rebecca,Movie,Yes,"Oct 21, 2020",3,22
2020-10-24,6,-,-,Barbarians,TV Show,Yes,"Oct 23, 2020",1,5
2020-10-24,7,6,-,"Yes, God, Yes",Movie,,"Oct 22, 2020",2,9
2020-10-24,8,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",7,20
2020-10-24,9,5,-,Grand Army,TV Show,Yes,"Oct 16, 2020",4,12
2020-10-24,10,-,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",1,1
2020-10-25,1,10,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",2,11
2020-10-25,2,1,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",28,216
2020-10-25,3,3,-,Over the Moon,Movie,Yes,"Oct 23, 2020",2,16
2020-10-25,4,2,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",4,30
2020-10-25,5,6,-,Barbarians,TV Show,Yes,"Oct 23, 2020",2,11
2020-10-25,6,5,-,Rebecca,Movie,Yes,"Oct 21, 2020",4,27
2020-10-25,7,4,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",16,147
2020-10-25,8,9,-,Grand Army,TV Show,Yes,"Oct 16, 2020",5,15
2020-10-25,9,-,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",16,132
2020-10-25,10,7,-,"Yes, God, Yes",Movie,,"Oct 22, 2020",3,10
2020-10-26,1,1,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",3,21
2020-10-26,2,3,-,Over the Moon,Movie,Yes,"Oct 23, 2020",3,25
2020-10-26,3,5,-,Barbarians,TV Show,Yes,"Oct 23, 2020",3,19
2020-10-26,4,2,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",29,223
2020-10-26,5,4,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",5,36
2020-10-26,6,7,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",17,152
2020-10-26,7,6,-,Rebecca,Movie,Yes,"Oct 21, 2020",5,31
2020-10-26,8,8,-,Grand Army,TV Show,Yes,"Oct 16, 2020",6,18
2020-10-26,9,9,2,Hubie Halloween,Movie,Yes,"Oct 7, 2020",17,134
2020-10-26,10,10,-,"Yes, God, Yes",Movie,,"Oct 22, 2020",4,11
2020-10-27,1,1,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",4,31
2020-10-27,2,3,-,Barbarians,TV Show,Yes,"Oct 23, 2020",4,28
2020-10-27,3,2,-,Over the Moon,Movie,Yes,"Oct 23, 2020",4,33
2020-10-27,4,4,2,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",30,230
2020-10-27,5,6,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",18,158
2020-10-27,6,5,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",6,41
2020-10-27,7,8,-,Grand Army,TV Show,Yes,"Oct 16, 2020",7,22
2020-10-27,8,-,8,Cocomelon,TV Show,,"Jun 1, 2020",42,89
2020-10-27,9,7,-,Rebecca,Movie,Yes,"Oct 21, 2020",6,33
2020-10-27,10,-,6,Schittâs Creek,TV Show,,"Jan 24, 2017",21,114
2020-10-28,1,1,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",5,41
2020-10-28,2,2,-,Barbarians,TV Show,Yes,"Oct 23, 2020",5,37
2020-10-28,3,3,-,Over the Moon,Movie,Yes,"Oct 23, 2020",5,41
2020-10-28,4,-,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",1,7
2020-10-28,5,4,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",31,236
2020-10-28,6,5,2,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",19,163
2020-10-28,7,7,10,Grand Army,TV Show,Yes,"Oct 16, 2020",8,26
2020-10-28,8,6,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",7,44
2020-10-28,9,8,6,Cocomelon,TV Show,,"Jun 1, 2020",43,91
2020-10-28,10,10,5,Schittâs Creek,TV Show,,"Jan 24, 2017",22,115
2020-10-29,1,-,-,Holidate,Movie,Yes,"Oct 28, 2020",1,10
2020-10-29,2,1,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",6,50
2020-10-29,3,4,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",2,15
2020-10-29,4,2,-,Barbarians,TV Show,Yes,"Oct 23, 2020",6,44
2020-10-29,5,3,-,Over the Moon,Movie,Yes,"Oct 23, 2020",6,47
2020-10-29,6,6,2,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",20,168
2020-10-29,7,7,8,Grand Army,TV Show,Yes,"Oct 16, 2020",9,30
2020-10-29,8,5,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",32,239
2020-10-29,9,9,10,Cocomelon,TV Show,,"Jun 1, 2020",44,93
2020-10-29,10,8,4,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",8,45
2020-10-30,1,1,-,Holidate,Movie,Yes,"Oct 28, 2020",2,20
2020-10-30,2,2,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",7,59
2020-10-30,3,3,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",3,23
2020-10-30,4,4,-,Barbarians,TV Show,Yes,"Oct 23, 2020",7,51
2020-10-30,5,5,-,Over the Moon,Movie,Yes,"Oct 23, 2020",7,53
2020-10-30,6,-,-,Secrets of the Saqqara Tomb,Movie,Yes,"Oct 28, 2020",1,5
2020-10-30,7,7,5,Grand Army,TV Show,Yes,"Oct 16, 2020",10,34
2020-10-30,8,6,2,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",21,171
2020-10-30,9,8,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",33,241
2020-10-30,10,9,8,Cocomelon,TV Show,,"Jun 1, 2020",45,94
2020-10-31,1,1,-,Holidate,Movie,Yes,"Oct 28, 2020",3,30
2020-10-31,2,2,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",8,68
2020-10-31,3,-,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",8,28
2020-10-31,4,5,3,Over the Moon,Movie,Yes,"Oct 23, 2020",8,60
2020-10-31,5,3,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",4,29
2020-10-31,6,6,-,Secrets of the Saqqara Tomb,Movie,Yes,"Oct 28, 2020",2,10
2020-10-31,7,4,6,Barbarians,TV Show,Yes,"Oct 23, 2020",8,55
2020-10-31,8,-,-,Rogue City,Movie,Yes,"Oct 30, 2020",1,3
2020-10-31,9,8,4,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",22,173
2020-10-31,10,-,-,His House,Movie,Yes,"Oct 30, 2020",1,1
2020-11-01,1,1,-,Holidate,Movie,Yes,"Oct 28, 2020",4,40
2020-11-01,2,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",9,77
2020-11-01,3,8,-,Rogue City,Movie,Yes,"Oct 30, 2020",2,11
2020-11-01,4,10,-,His House,Movie,Yes,"Oct 30, 2020",2,8
2020-11-01,5,-,9,Hubie Halloween,Movie,Yes,"Oct 7, 2020",18,140
2020-11-01,6,6,-,Secrets of the Saqqara Tomb,Movie,Yes,"Oct 28, 2020",3,15
2020-11-01,7,4,3,Over the Moon,Movie,Yes,"Oct 23, 2020",9,64
2020-11-01,8,9,7,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",23,176
2020-11-01,9,5,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",5,31
2020-11-01,10,7,5,Barbarians,TV Show,Yes,"Oct 23, 2020",9,56
2020-11-02,1,1,-,Holidate,Movie,Yes,"Oct 28, 2020",5,50
2020-11-02,2,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",10,86
2020-11-02,3,3,-,Rogue City,Movie,Yes,"Oct 30, 2020",3,19
2020-11-02,4,4,-,His House,Movie,Yes,"Oct 30, 2020",3,15
2020-11-02,5,6,-,Secrets of the Saqqara Tomb,Movie,Yes,"Oct 28, 2020",4,21
2020-11-02,6,7,2,Over the Moon,Movie,Yes,"Oct 23, 2020",10,69
2020-11-02,7,8,6,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",24,180
2020-11-02,8,10,3,Barbarians,TV Show,Yes,"Oct 23, 2020",10,59
2020-11-02,9,9,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",6,33
2020-11-02,10,5,9,Hubie Halloween,Movie,Yes,"Oct 7, 2020",19,141
2020-11-03,1,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",11,96
2020-11-03,2,1,-,Holidate,Movie,Yes,"Oct 28, 2020",6,59
2020-11-03,3,-,-,Knock Knock,Movie,,"Nov 1, 2020",1,8
2020-11-03,4,3,-,Rogue City,Movie,Yes,"Oct 30, 2020",4,26
2020-11-03,5,-,8,Cocomelon,TV Show,,"Jun 1, 2020",46,100
2020-11-03,6,6,3,Over the Moon,Movie,Yes,"Oct 23, 2020",11,74
2020-11-03,7,4,-,His House,Movie,Yes,"Oct 30, 2020",4,19
2020-11-03,8,7,5,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",25,183
2020-11-03,9,-,7,Grand Army,TV Show,Yes,"Oct 16, 2020",11,36
2020-11-03,10,5,-,Secrets of the Saqqara Tomb,Movie,Yes,"Oct 28, 2020",5,22
2020-11-04,1,1,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",12,106
2020-11-04,2,2,-,Holidate,Movie,Yes,"Oct 28, 2020",7,68
2020-11-04,3,3,-,Knock Knock,Movie,,"Nov 1, 2020",2,16
2020-11-04,4,4,-,Rogue City,Movie,Yes,"Oct 30, 2020",5,33
2020-11-04,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",47,106
2020-11-04,6,6,3,Over the Moon,Movie,Yes,"Oct 23, 2020",12,79
2020-11-04,7,-,-,Mile 22,Movie,,"Nov 1, 2020",1,4
2020-11-04,8,-,-,Snowden,Movie,,"Nov 1, 2020",1,3
2020-11-04,9,9,7,Grand Army,TV Show,Yes,"Oct 16, 2020",12,38
2020-11-04,10,8,6,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",26,184
2020-11-05,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",13,116
2020-11-05,2,3,-,Knock Knock,Movie,,"Nov 1, 2020",3,25
2020-11-05,3,7,-,Mile 22,Movie,,"Nov 1, 2020",2,12
2020-11-05,4,2,1,Holidate,Movie,Yes,"Oct 28, 2020",8,75
2020-11-05,5,-,-,Easy A,Movie,,"Nov 1, 2020",1,6
2020-11-05,6,8,-,Snowden,Movie,,"Nov 1, 2020",2,8
2020-11-05,7,5,9,Cocomelon,TV Show,,"Jun 1, 2020",48,110
2020-11-05,8,-,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",1,3
2020-11-05,9,4,-,Rogue City,Movie,Yes,"Oct 30, 2020",6,35
2020-11-05,10,6,5,Over the Moon,Movie,Yes,"Oct 23, 2020",13,80
2020-11-06,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",14,126
2020-11-06,2,-,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",1,9
2020-11-06,3,3,-,Mile 22,Movie,,"Nov 1, 2020",3,20
2020-11-06,4,2,-,Knock Knock,Movie,,"Nov 1, 2020",4,32
2020-11-06,5,4,1,Holidate,Movie,Yes,"Oct 28, 2020",9,81
2020-11-06,6,8,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",2,8
2020-11-06,7,5,-,Easy A,Movie,,"Nov 1, 2020",2,10
2020-11-06,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",49,113
2020-11-06,9,6,-,Snowden,Movie,,"Nov 1, 2020",3,10
2020-11-06,10,-,-,The Impossible,Movie,,"Nov 1, 2020",1,1
2020-11-07,1,1,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",15,136
2020-11-07,2,2,-,Operation Christmas Drop,Movie,Yes,"Nov 5, 2020",2,18
2020-11-07,3,10,-,The Impossible,Movie,,"Nov 1, 2020",2,9
2020-11-07,4,3,-,Mile 22,Movie,,"Nov 1, 2020",4,27
2020-11-07,5,4,-,Knock Knock,Movie,,"Nov 1, 2020",5,38
2020-11-07,6,-,3,The Great British Baking Show,TV Show,,"Oct 3, 2015",9,33
2020-11-07,7,6,-,Chappelleâs Show,TV Show,,"Nov 1, 2020",3,12
2020-11-07,8,7,-,Easy A,Movie,,"Nov 1, 2020",3,13
2020-11-07,9,5,1,Holidate,Movie,Yes,"Oct 28, 2020",10,83
